Event Month,Event Start,Event End,State,County,NERC Region (N),Alert Criteria (N),Event Type (N),Demand Loss (MW),Number of Customers Affected
April,2022-04-19 04:07:00,,New York,Sullivan County,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84033
April,2022-04-19 04:07:00,,New York,Tioga County,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84033
April,2022-04-19 04:07:00,,New York,Tompkins County,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84033
April,2022-04-19 04:07:00,,New York,Ulster County,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84033
April,2022-04-19 04:07:00,,New York,Westchester County,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84033
April,2022-04-22 23:00:00,2022-04-24 16:00:00,North Dakota,,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,1000,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Mountrail County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Williams County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Ward County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Burke County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Bottineau County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,McLean County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Walsh County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Bowman County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Stark County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Dunn County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,North Dakota,Mercer County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,Montana,Wibaux County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-22 23:16:00,2022-04-24 16:00:00,Montana,Richland County,"WECC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
April,2022-04-23 15:38:00,2022-04-24 04:00:00,North Dakota,Mountrail County,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,480,18430
April,2022-04-23 15:38:00,2022-04-24 04:00:00,North Dakota,Williams County,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,480,18430
April,2022-04-23 19:42:00,2022-04-24 16:17:00,Iowa,Polk County,"SERC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,43,22400
April,2022-04-23 19:42:00,2022-04-24 16:17:00,Iowa,Warren County,"SERC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,43,22400
April,2022-04-23 19:42:00,2022-04-24 16:17:00,Illinois,,"SERC,MRO","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,43,22400
April,2022-04-26 14:27:00,,Minnesota,Chisago County,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,17,0
April,2022-04-26 08:54:00,2022-04-26 08:55:00,California,Sacramento County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
April,2022-04-27 09:00:00,2022-04-27 09:01:00,Ohio,Muskingum County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
April,2022-04-28 07:56:00,2022-04-28 08:48:00,North Carolina,,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,74,Unknown
April,2022-04-28 07:56:00,2022-04-28 08:48:00,South Carolina,,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,74,Unknown
April,2022-04-28 15:45:00,,New Mexico,San Juan County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
April,2022-04-29 07:05:00,2022-04-29 07:06:00,California,,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
May,2022-05-02 14:24:00,2022-05-02 14:25:00,California,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
May,2022-05-03 06:42:00,2022-05-03 13:59:00,New Hampshire,Carroll County,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-03 00:17:00,2022-05-04 12:00:00,Louisiana,,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
May,2022-05-04 14:07:00,2022-05-05 01:57:00,Michigan,Wayne County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,0
May,2022-05-05 13:06:00,2022-05-05 14:06:00,Arkansas,,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,0
May,2022-05-06 03:02:00,2022-05-06 03:34:00,Michigan,Jackson County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Fuel Supply Deficiency,0,0
May,2022-05-09 16:25:00,2022-05-09 17:10:00,Texas,Haskell County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-09 16:25:00,2022-05-09 17:10:00,Texas,Haskell County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-11 18:00:00,2022-05-11 22:42:00,Minnesota,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,105000
May,2022-05-11 10:00:00,2022-05-11 10:01:00,Iowa,Clinton County,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-12 16:50:00,2022-05-13 02:48:00,South Dakota,Davison County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
May,2022-05-12 14:58:00,2022-05-12 14:59:00,Mississippi,Harrison County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Actual Physical Attack,Vandalism",0,0
May,2022-05-12 14:58:00,2022-05-12 14:59:00,Mississippi,Lamar County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Actual Physical Attack,Vandalism",0,0
May,2022-05-12 01:00:00,2022-05-12 01:10:00,Texas,Frio County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-12 10:44:00,2022-05-12 13:34:00,Missouri,Barry County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,800,0
May,2022-05-12 10:44:00,2022-05-12 13:34:00,Missouri,Dade County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,800,0
May,2022-05-12 10:44:00,2022-05-12 13:34:00,Missouri,Lawrence County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,800,0
May,2022-05-14 15:05:00,2022-05-14 16:30:00,Texas,,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Collin County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Denton County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Ellis County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Grayson County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Henderson County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Hunt County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Kaufman County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Navarro County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Rockwall County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Smith County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Tarrant County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 23:30:00,2022-05-17 23:45:00,Texas,Van Zandt County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
May,2022-05-15 21:00:00,2022-05-15 21:10:00,Pennsylvania,Montgomery County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-15 21:00:00,2022-05-15 21:10:00,Pennsylvania,Montgomery County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-16 05:00:00,2022-05-16 05:01:00,California,Solano County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-16 05:00:00,2022-05-16 05:01:00,California,Santa Clara County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-16 16:03:00,2022-05-16 19:32:00,Arizona,Pima County,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-17 12:10:00,,New Mexico,Roosevelt County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,25,Unknown
May,2022-05-18 17:00:00,2022-05-31 12:00:00,New Mexico,San Juan County,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,560,0
May,2022-05-18 11:00:00,2022-05-18 16:34:00,Idaho,Madison County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,2022-05-18 15:30:00,2022-05-18 16:30:00,Pennsylvania,Philadelphia County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-20 17:26:00,2022-05-20 17:33:00,New York,,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
May,2022-05-20 08:48:00,,New York,Broome County,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-20 08:48:00,,New York,Monroe County,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-21 21:53:00,2022-05-22 00:28:00,Missouri,Jackson County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
May,2022-05-22 02:30:00,2022-05-22 18:52:00,Texas,Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52172
May,2022-05-22 22:40:00,2022-05-22 23:16:00,Maine,,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-25 06:42:00,2022-05-25 06:43:00,California,Siskiyou County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
May,2022-05-27 07:56:00,2022-05-27 08:38:00,Arizona,,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-27 07:56:00,2022-05-27 08:38:00,California,,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-27 07:56:00,2022-05-27 08:38:00,Nevada,,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-27 07:56:00,2022-05-27 08:38:00,New Mexico,,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-27 05:19:00,2022-05-27 06:00:00,Ohio,Cuyahoga County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,2022-05-29 16:41:00,2022-05-31 11:29:00,Pennsylvania,York County,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
May,2022-05-29 01:18:00,2022-05-29 01:50:00,Pennsylvania,Montgomery County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-30 14:10:00,2022-05-31 05:58:00,California,San Diego County,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
May,2022-05-31 13:58:00,2022-05-31 13:59:00,Texas,Travis County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-01 10:47:00,2022-06-01 10:48:00,Utah,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-01 10:47:00,2022-06-01 10:48:00,California,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-01 10:47:00,2022-06-01 10:48:00,Oregon,Umatilla County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-02 08:20:00,,California,Imperial County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
June,2022-06-03 03:48:00,2022-06-03 03:49:00,Georgia,DeKalb County,SERC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Vandalism,0,0
June,2022-06-04 12:59:00,2022-06-05 02:15:00,Texas,Ector County,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,0,0
June,2022-06-05 15:20:00,2022-06-05 20:12:00,California,,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,Generation Inadequacy,Unknown,Unknown
June,2022-06-06 10:21:00,2022-06-06 10:24:00,California,Shasta County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,13,4000
June,2022-06-08 01:00:00,2022-06-08 06:00:00,Missouri,Clay County,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,91188
June,2022-06-08 01:00:00,2022-06-08 06:00:00,Missouri,Jackson County,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,91188
June,2022-06-08 01:00:00,2022-06-08 06:00:00,Kansas,Johnson County,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,91188
June,2022-06-08 00:00:00,2022-06-08 04:00:00,Kansas,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62000
June,2022-06-08 00:00:00,2022-06-08 04:00:00,Missouri,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62000
June,2022-06-08 00:00:00,2022-06-08 04:00:00,Nebraska,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62000
June,2022-06-08 01:00:00,2022-06-08 04:00:00,Missouri,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Distribution Interruption",Unknown,60000
June,2022-06-09 02:33:00,2022-06-09 06:49:00,Texas,Dallas County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
June,2022-06-09 07:00:00,2022-06-09 07:05:00,Oregon,Douglas County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-09 07:00:00,2022-06-09 07:05:00,Washington,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-09 07:00:00,2022-06-09 07:05:00,Idaho,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-09 07:00:00,2022-06-09 07:05:00,Utah,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-09 07:00:00,2022-06-09 07:05:00,Wyoming,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,2022-06-10 12:08:00,2022-06-10 21:30:00,Texas,El Paso County,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,"Actual Physical Attack,Vandalism",0,0
June,2022-06-10 20:27:00,2022-06-10 21:30:00,California,Kern County,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,100,39094
June,2022-06-10 20:20:00,2022-06-10 20:28:00,California,Kern County,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,100,Unknown
June,2022-06-10 08:45:00,,California,,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,13437,445
June,2022-06-12 23:30:00,2022-06-13 23:30:00,Ohio,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",14000,100000
June,2022-06-12 23:30:00,2022-06-13 23:30:00,West Virginia,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",14000,100000
June,2022-06-12 23:30:00,2022-06-13 23:30:00,Virginia,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",14000,100000
June,2022-06-12 23:30:00,2022-06-13 23:30:00,Indiana,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",14000,100000
June,2022-06-13 18:00:00,2022-06-14 18:15:00,Ohio,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,162551
June,2022-06-13 18:00:00,2022-06-14 18:15:00,Kentucky,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,162551
June,2022-06-13 23:54:00,2022-06-14 00:45:00,Michigan,,RF,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,2022-06-14 13:46:00,,Ohio,,RF,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,373,Unknown
June,2022-06-14 00:00:00,2022-06-14 06:00:00,Washington,Grant County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Actual Physical Attack,Vandalism",0,0
June,2022-06-15 21:00:00,,Wisconsin,Outagamie County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Wisconsin,Waupaca County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Wisconsin,Winnebago County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Wisconsin,Brown County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Wisconsin,Sheboygan County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Wisconsin,Ozaukee County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Wisconsin,Waukesha County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 21:00:00,,Michigan,Iron County,"RF,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,90,57000
June,2022-06-15 10:45:00,2022-06-15 13:45:00,Michigan,Wayne County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,2022-06-16 16:31:00,2022-06-16 20:07:00,North Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,77908
June,2022-06-16 16:31:00,2022-06-16 20:07:00,South Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,77908
June,2022-06-16 03:51:00,2022-06-16 06:30:00,Washington,Lewis County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,35,7500
June,2022-06-17 18:45:00,2022-06-18 13:32:00,North Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,44000
June,2022-06-17 17:30:00,2022-06-19 21:15:00,West Virginia,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
June,2022-06-17 17:30:00,2022-06-19 21:15:00,Virginia,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
June,2022-06-17 17:30:00,2022-06-19 21:15:00,Kentucky,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
June,2022-06-17 17:37:00,2022-06-18 00:54:00,North Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,91056
June,2022-06-17 17:37:00,2022-06-18 00:54:00,South Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,91056
June,2022-06-17 06:02:00,,Illinois,,"SERC,RF",Cyber event that could potentially impact electric power system adequacy or reliability,Severe Weather,Unknown,80000
June,2022-06-17 06:02:00,,Missouri,,"SERC,RF",Cyber event that could potentially impact electric power system adequacy or reliability,Severe Weather,Unknown,80000
June,2022-06-20 12:54:00,2022-06-20 14:23:00,Minnesota,Hennepin County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,15604
June,2022-06-22 16:56:00,2022-06-23 02:00:00,Virginia,,"SERC,RF","Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Distribution Interruption",Unknown,100000
June,2022-06-23 12:41:00,2022-06-23 13:41:00,New Jersey,Cape May County,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
June,2022-06-23 10:55:00,,California,,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
June,2022-06-24 23:09:00,2022-06-25 00:00:00,Louisiana,,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Unknown,Unknown
